"year,"" month"",""carrier"",""carrier_name"",""airport"",""airport_name"",""arr_flights"",""arr_del15"",""carrier_ct"","" weather_ct"",""nas_ct"",""security_ct"",""late_aircraft_ct"",""arr_cancelled"",""arr_diverted"","" arr_delay"","" carrier_delay"",""weather_delay"",""nas_delay"",""security_delay"",""late_aircraft_delay"","
"2020,12,""MQ"",""Envoy Air"",""STS"",""Santa Rosa, CA: Charles M. Schulz - Sonoma County"",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"
"2020,12,""MQ"",""Envoy Air"",""SUX"",""Sioux City, IA: Sioux Gateway Brig Gen Bud Day Field"",28.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,17.00,0.00,0.00,17.00,0.00,0.00,"
"2020,12,""MQ"",""Envoy Air"",""SWO"",""Stillwater, OK: Stillwater Regional"",41.00,4.00,1.00,0.08,2.00,0.00,0.92,0.00,0.00,171.00,38.00,7.00,45.00,0.00,81.00,"
"2020,12,""MQ"",""Envoy Air"",""TOL"",""Toledo, OH: Toledo Express"",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"
"2020,12,""MQ"",""Envoy Air"",""TUL"",""Tulsa, OK: Tulsa International"",39.00,5.00,2.15,0.00,1.75,0.00,1.10,0.00,0.00,238.00,143.00,0.00,72.00,0.00,23.00,"
"2020,12,""MQ"",""Envoy Air"",""TVC"",""Traverse City, MI: Cherry Capital"",80.00,15.00,7.68,0.57,6.17,0.00,0.59,3.00,0.00,581.00,404.00,13.00,144.00,0.00,20.00,"
"2020,12,""MQ"",""Envoy Air"",""TXK"",""Texarkana, AR: Texarkana Regional-Webb Field"",83.00,10.00,2.75,1.00,3.54,0.00,2.72,0.00,0.00,1001.00,266.00,45.00,245.00,0.00,445.00,"
"2020,12,""MQ"",""Envoy Air"",""TYR"",""Tyler, TX: Tyler Pounds Regional"",105.00,13.00,0.15,0.32,9.05,0.00,3.48,3.00,1.00,541.00,6.00,56.00,252.00,0.00,227.00,"
"2020,12,""MQ"",""Envoy Air"",""TYS"",""Knoxville, TN: McGhee Tyson"",19.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,32.00,0.00,0.00,32.00,0.00,0.00,"
"2020,12,""MQ"",""Envoy Air"",""VPS"",""Valparaiso, FL: Eglin AFB Destin Fort Walton Beach"",89.00,10.00,0.21,1.08,4.84,0.00,3.87,0.00,1.00,371.00,5.00,42.00,223.00,0.00,101.00,"
"2020,12,""MQ"",""Envoy Air"",""XNA"",""Fayetteville, AR: Northwest Arkansas Regional"",222.00,31.00,10.48,0.88,9.53,0.00,10.12,3.00,1.00,1721.00,350.00,35.00,1054.00,0.00,282.00,"
"2020,12,""NK"",""Spirit Air Lines"",""ACY"",""Atlantic City, NJ: Atlantic City International"",169.00,9.00,1.06,0.89,2.86,0.00,4.20,5.00,3.00,1053.00,53.00,31.00,426.00,0.00,543.00,"
"2020,12,""NK"",""Spirit Air Lines"",""ATL"",""Atlanta, GA: Hartsfield-Jackson Atlanta International"",624.00,96.00,22.07,1.80,56.20,0.24,15.69,5.00,0.00,5400.00,996.00,66.00,3146.00,4.00,1188.00,"
"2020,12,""NK"",""Spirit Air Lines"",""AUS"",""Austin, TX: Austin - Bergstrom International"",127.00,17.00,4.95,0.45,10.30,0.00,1.30,1.00,0.00,538.00,204.00,9.00,271.00,0.00,54.00,"
"2020,12,""NK"",""Spirit Air Lines"",""BDL"",""Hartford, CT: Bradley International"",70.00,15.00,4.27,0.00,6.88,0.62,3.24,0.00,0.00,1197.00,252.00,0.00,697.00,32.00,216.00,"
"2020,12,""NK"",""Spirit Air Lines"",""BNA"",""Nashville, TN: Nashville International"",106.00,9.00,2.17,0.68,5.23,0.00,0.91,0.00,0.00,644.00,76.00,88.00,437.00,0.00,43.00,"
"2020,12,""NK"",""Spirit Air Lines"",""BOS"",""Boston, MA: Logan International"",250.00,35.00,7.14,1.00,22.59,0.00,4.28,8.00,0.00,1887.00,455.00,20.00,1223.00,0.00,189.00,"
"2020,12,""NK"",""Spirit Air Lines"",""BUR"",""Burbank, CA: Bob Hope"",25.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,43.00,0.00,0.00,0.00,0.00,43.00,"
"2020,12,""NK"",""Spirit Air Lines"",""BWI"",""Baltimore, MD: Baltimore/Washington International Thurgood Marshall"",357.00,49.00,15.00,0.00,28.42,0.00,5.57,14.00,0.00,2135.00,990.00,0.00,962.00,0.00,183.00,"
"2020,12,""NK"",""Spirit Air Lines"",""CAK"",""Akron, OH: Akron-Canton Regional"",42.00,4.00,1.00,0.00,1.19,0.00,1.81,1.00,0.00,239.00,74.00,0.00,46.00,0.00,119.00,"
"2020,12,""NK"",""Spirit Air Lines"",""CLE"",""Cleveland, OH: Cleveland-Hopkins International"",211.00,32.00,4.34,0.00,19.92,1.00,6.74,3.00,0.00,1444.00,319.00,0.00,782.00,15.00,328.00,"
"2020,12,""NK"",""Spirit Air Lines"",""CLT"",""Charlotte, NC: Charlotte Douglas International"",49.00,9.00,4.15,0.00,2.17,0.00,2.67,0.00,0.00,450.00,185.00,0.00,132.00,0.00,133.00,"
"2020,12,""NK"",""Spirit Air Lines"",""CMH"",""Columbus, OH: John Glenn Columbus International"",125.00,13.00,4.58,0.00,5.14,0.00,3.28,1.00,0.00,430.00,185.00,0.00,151.00,0.00,94.00,"
"2020,12,""NK"",""Spirit Air Lines"",""DEN"",""Denver, CO: Denver International"",153.00,32.00,7.11,0.00,17.03,0.00,7.87,0.00,0.00,1157.00,320.00,0.00,577.00,0.00,260.00,"
"2020,12,""NK"",""Spirit Air Lines"",""DFW"",""Dallas/Fort Worth, TX: Dallas/Fort Worth International"",451.00,64.00,15.99,0.68,32.35,0.17,14.81,3.00,2.00,3500.00,965.00,33.00,1709.00,9.00,784.00,"
"2020,12,""NK"",""Spirit Air Lines"",""DTW"",""Detroit, MI: Detroit Metro Wayne County"",625.00,113.00,26.67,0.47,67.63,1.00,17.24,6.00,0.00,7778.00,1951.00,21.00,4103.00,22.00,1681.00,"
"2020,12,""NK"",""Spirit Air Lines"",""EWR"",""Newark, NJ: Newark Liberty International"",565.00,72.00,19.73,1.79,34.38,2.10,14.00,8.00,4.00,4158.00,1053.00,136.00,1616.00,34.00,1319.00,"
"2020,12,""NK"",""Spirit Air Lines"",""FLL"",""Fort Lauderdale, FL: Fort Lauderdale-Hollywood International"",1592.00,237.00,51.29,4.93,118.73,5.78,56.27,15.00,4.00,14817.00,3327.00,317.00,6402.00,191.00,4580.00,"
"2020,12,""NK"",""Spirit Air Lines"",""IAH"",""Houston, TX: George Bush Intercontinental/Houston"",430.00,79.00,22.85,0.97,38.92,1.14,15.12,3.00,0.00,3493.00,854.00,38.00,1513.00,41.00,1047.00,"
"2020,12,""NK"",""Spirit Air Lines"",""IND"",""Indianapolis, IN: Indianapolis International"",100.00,10.00,2.22,0.85,4.95,0.37,1.62,1.00,0.00,324.00,82.00,18.00,153.00,7.00,64.00,"
"2020,12,""NK"",""Spirit Air Lines"",""LAS"",""Las Vegas, NV: McCarran International"",1070.00,120.00,29.95,3.58,62.63,1.74,22.10,7.00,0.00,7415.00,1525.00,1623.00,2811.00,49.00,1407.00,"
"2020,12,""NK"",""Spirit Air Lines"",""LAX"",""Los Angeles, CA: Los Angeles International"",552.00,108.00,26.47,0.88,59.95,1.15,19.54,8.00,0.00,4974.00,1598.00,45.00,2162.00,26.00,1143.00,"
"2020,12,""NK"",""Spirit Air Lines"",""LBE"",""Latrobe, PA: Arnold Palmer Regional"",64.00,11.00,2.05,0.00,6.16,0.17,2.61,0.00,0.00,725.00,292.00,0.00,283.00,4.00,146.00,"
"2020,12,""NK"",""Spirit Air Lines"",""LGA"",""New York, NY: LaGuardia"",238.00,45.00,11.82,0.00,27.39,1.00,4.79,6.00,1.00,2020.00,537.00,0.00,816.00,47.00,620.00,"
"2020,12,""NK"",""Spirit Air Lines"",""MCI"",""Kansas City, MO: Kansas City International"",76.00,6.00,0.53,0.00,4.67,0.00,0.80,1.00,0.00,269.00,9.00,0.00,214.00,0.00,46.00,"
"2020,12,""NK"",""Spirit Air Lines"",""MCO"",""Orlando, FL: Orlando International"",1310.00,207.00,47.76,3.30,112.21,4.69,39.04,10.00,3.00,9386.00,2403.00,227.00,4503.00,134.00,2119.00,"
"2020,12,""NK"",""Spirit Air Lines"",""MSP"",""Minneapolis, MN: Minneapolis-St Paul International"",108.00,19.00,4.18,0.73,11.31,0.00,2.77,1.00,0.00,1157.00,467.00,22.00,520.00,0.00,148.00,"
"2020,12,""NK"",""Spirit Air Lines"",""MSY"",""New Orleans, LA: Louis Armstrong New Orleans International"",248.00,27.00,6.09,0.10,12.72,1.92,6.17,1.00,0.00,1537.00,409.00,15.00,566.00,62.00,485.00,"
"2020,12,""NK"",""Spirit Air Lines"",""MYR"",""Myrtle Beach, SC: Myrtle Beach International"",144.00,19.00,3.81,0.89,8.25,0.82,5.23,6.00,0.00,1333.00,118.00,34.00,474.00,18.00,689.00,"
"2020,12,""NK"",""Spirit Air Lines"",""OAK"",""Oakland, CA: Metropolitan Oakland International"",111.00,7.00,2.23,0.00,1.12,0.00,3.65,0.00,0.00,529.00,177.00,0.00,177.00,0.00,175.00,"
"2020,12,""NK"",""Spirit Air Lines"",""ORD"",""Chicago, IL: Chicago O'Hare International"",501.00,92.00,9.28,4.43,68.72,0.78,8.79,2.00,0.00,5119.00,410.00,395.00,3695.00,18.00,601.00,"
"2020,12,""NK"",""Spirit Air Lines"",""PBI"",""West Palm Beach/Palm Beach, FL: Palm Beach International"",61.00,7.00,1.66,0.00,4.45,0.00,0.89,2.00,1.00,319.00,87.00,0.00,191.00,0.00,41.00,"
"2020,12,""NK"",""Spirit Air Lines"",""PDX"",""Portland, OR: Portland International"",50.00,7.00,2.01,0.00,3.50,0.00,1.49,0.00,0.00,540.00,65.00,0.00,434.00,0.00,41.00,"
"2020,12,""NK"",""Spirit Air Lines"",""PHL"",""Philadelphia, PA: Philadelphia International"",263.00,46.00,12.25,0.00,22.61,2.58,8.56,1.00,1.00,1943.00,453.00,0.00,947.00,55.00,488.00,"
"2020,12,""NK"",""Spirit Air Lines"",""PHX"",""Phoenix, AZ: Phoenix Sky Harbor International"",67.00,12.00,3.21,0.00,8.01,0.00,0.77,0.00,0.00,655.00,132.00,0.00,499.00,0.00,24.00,"
"2020,12,""NK"",""Spirit Air Lines"",""PIT"",""Pittsburgh, PA: Pittsburgh International"",190.00,17.00,6.91,0.00,9.31,0.00,0.79,0.00,0.00,549.00,241.00,0.00,286.00,0.00,22.00,"
"2020,12,""NK"",""Spirit Air Lines"",""RDU"",""Raleigh/Durham, NC: Raleigh-Durham International"",50.00,9.00,1.85,0.00,2.04,0.22,4.89,0.00,0.00,450.00,49.00,0.00,59.00,4.00,338.00,"
"2020,12,""NK"",""Spirit Air Lines"",""RIC"",""Richmond, VA: Richmond International"",29.00,2.00,0.76,0.00,1.24,0.00,0.00,0.00,0.00,42.00,17.00,0.00,25.00,0.00,0.00,"
"2020,12,""NK"",""Spirit Air Lines"",""RSW"",""Fort Myers, FL: Southwest Florida International"",326.00,57.00,10.93,0.24,38.98,0.26,6.59,4.00,0.00,2698.00,781.00,7.00,1352.00,7.00,551.00,"
"2020,12,""NK"",""Spirit Air Lines"",""SAN"",""San Diego, CA: San Diego International"",69.00,10.00,4.51,0.00,4.62,0.00,0.87,0.00,0.00,214.00,95.00,0.00,106.00,0.00,13.00,"
"2020,12,""NK"",""Spirit Air Lines"",""SEA"",""Seattle, WA: Seattle/Tacoma International"",43.00,10.00,0.37,0.00,8.00,0.70,0.93,0.00,0.00,256.00,10.00,0.00,199.00,19.00,28.00,"
"2020,12,""NK"",""Spirit Air Lines"",""SJU"",""San Juan, PR: Luis Munoz Marin International"",364.00,43.00,7.15,4.42,21.91,0.00,9.52,4.00,1.00,1974.00,273.00,220.00,955.00,0.00,526.00,"
"2020,12,""NK"",""Spirit Air Lines"",""SMF"",""Sacramento, CA: Sacramento International"",41.00,4.00,1.00,0.00,0.09,0.00,2.91,0.00,0.00,117.00,24.00,0.00,2.00,0.00,91.00,"
"2020,12,""NK"",""Spirit Air Lines"",""SNA"",""Santa Ana, CA: John Wayne Airport-Orange County"",68.00,5.00,1.71,0.00,0.77,0.00,2.52,0.00,0.00,348.00,201.00,0.00,20.00,0.00,127.00,"
"2020,12,""NK"",""Spirit Air Lines"",""STT"",""Charlotte Amalie, VI: Cyril E King"",45.00,2.00,0.00,0.00,1.51,0.00,0.49,0.00,0.00,85.00,0.00,0.00,55.00,0.00,30.00,"
"2020,12,""NK"",""Spirit Air Lines"",""STX"",""Christiansted, VI: Henry E. Rohlsen"",24.00,4.00,3.34,0.00,0.66,0.00,0.00,0.00,0.00,180.00,129.00,0.00,51.00,0.00,0.00,"
"2020,12,""NK"",""Spirit Air Lines"",""TPA"",""Tampa, FL: Tampa International"",562.00,104.00,22.95,3.59,58.50,0.91,18.05,8.00,1.00,4550.00,907.00,287.00,2233.00,26.00,1097.00,"
"2020,12,""OH"",""PSA Airlines Inc."",""ABE"",""Allentown/Bethlehem/Easton, PA: Lehigh Valley International"",80.00,10.00,1.90,0.00,7.02,0.00,1.08,3.00,1.00,298.00,74.00,0.00,156.00,0.00,68.00,"
"2020,12,""OH"",""PSA Airlines Inc."",""AGS"",""Augusta, GA: Augusta Regional at Bush Field"",52.00,7.00,3.82,1.00,1.32,0.00,0.85,0.00,0.00,413.00,148.00,96.00,34.00,0.00,135.00,"
"2020,12,""OH"",""PSA Airlines Inc."",""ALB"",""Albany, NY: Albany International"",12.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"
"2020,12,""OH"",""PSA Airlines Inc."",""ATL"",""Atlanta, GA: Hartsfield-Jackson Atlanta International"",60.00,8.00,5.74,0.53,0.59,0.94,0.20,0.00,0.00,244.00,183.00,10.00,13.00,31.00,7.00,"
"2020,12,""OH"",""PSA Airlines Inc."",""AVL"",""Asheville, NC: Asheville Regional"",131.00,18.00,4.38,0.56,10.31,0.00,2.74,0.00,0.00,575.00,173.00,27.00,210.00,0.00,165.00,"
"2020,12,""OH"",""PSA Airlines Inc."",""AVP"",""Scranton/Wilkes-Barre, PA: Wilkes Barre Scranton International"",83.00,7.00,4.44,0.00,2.56,0.00,0.00,2.00,0.00,253.00,189.00,0.00,64.00,0.00,0.00,"
"2020,12,""OH"",""PSA Airlines Inc."",""BDL"",""Hartford, CT: Bradley International"",97.00,9.00,3.13,0.54,3.87,0.00,1.46,1.00,0.00,324.00,96.00,21.00,137.00,0.00,70.00,"
"2020,12,""OH"",""PSA Airlines Inc."",""BGR"",""Bangor, ME: Bangor International"",79.00,6.00,3.94,2.00,0.06,0.00,0.00,1.00,0.00,157.00,87.00,69.00,1.00,0.00,0.00,"
"2020,12,""OH"",""PSA Airlines Inc."",""BHM"",""Birmingham, AL: Birmingham-Shuttlesworth International"",154.00,22.00,1.71,0.00,14.07,0.65,5.57,0.00,0.00,836.00,89.00,0.00,426.00,36.00,285.00,"
"2020,12,""OH"",""PSA Airlines Inc."",""BNA"",""Nashville, TN: Nashville International"",64.00,7.00,5.83,0.00,1.09,0.00,0.08,0.00,0.00,797.00,715.00,0.00,78.00,0.00,4.00,"
"2020,12,""OH"",""PSA Airlines Inc."",""BTR"",""Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field"",61.00,11.00,2.36,0.00,8.64,0.00,0.00,0.00,0.00,254.00,55.00,0.00,199.00,0.00,0.00,"
"2020,12,""OH"",""PSA Airlines Inc."",""BTV"",""Burlington, VT: Burlington International"",129.00,7.00,2.26,1.53,1.74,0.00,1.47,0.00,0.00,365.00,185.00,88.00,45.00,0.00,47.00,"
"2020,12,""OH"",""PSA Airlines Inc."",""BUF"",""Buffalo, NY: Buffalo Niagara International"",18.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,44.00,0.00,0.00,0.00,0.00,44.00,"
"2020,12,""OH"",""PSA Airlines Inc."",""CAE"",""Columbia, SC: Columbia Metropolitan"",92.00,5.00,3.73,1.00,0.27,0.00,0.00,0.00,0.00,148.00,100.00,36.00,12.00,0.00,0.00,"
"2020,12,""OH"",""PSA Airlines Inc."",""CAK"",""Akron, OH: Akron-Canton Regional"",97.00,6.00,3.04,0.00,2.96,0.00,0.00,0.00,0.00,174.00,108.00,0.00,66.00,0.00,0.00,"
"2020,12,""OH"",""PSA Airlines Inc."",""CHA"",""Chattanooga, TN: Lovell Field"",62.00,4.00,1.08,0.00,1.55,0.53,0.83,0.00,0.00,213.00,102.00,0.00,27.00,16.00,68.00,"
"2020,12,""OH"",""PSA Airlines Inc."",""CHO"",""Charlottesville, VA: Charlottesville Albemarle"",32.00,2.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,93.00,0.00,21.00,0.00,0.00,72.00,"
"2020,12,""OH"",""PSA Airlines Inc."",""CHS"",""Charleston, SC: Charleston AFB/International"",256.00,33.00,9.43,1.00,17.71,0.85,4.02,0.00,0.00,1003.00,361.00,80.00,425.00,28.00,109.00,"
"2020,12,""OH"",""PSA Airlines Inc."",""CID"",""Cedar Rapids/Iowa City, IA: The Eastern Iowa"",59.00,5.00,1.47,0.00,2.53,0.00,1.00,1.00,0.00,185.00,57.00,0.00,75.00,0.00,53.00,"
"2020,12,""OH"",""PSA Airlines Inc."",""CLE"",""Cleveland, OH: Cleveland-Hopkins International"",63.00,2.00,1.20,0.00,0.05,0.00,0.75,0.00,0.00,116.00,53.00,0.00,4.00,0.00,59.00,"
"2020,12,""OH"",""PSA Airlines Inc."",""CLT"",""Charlotte, NC: Charlotte Douglas International"",5890.00,524.00,145.67,16.10,200.67,2.52,159.04,26.00,5.00,38369.00,14605.00,2930.00,5823.00,127.00,14884.00,"
"2020,12,""OH"",""PSA Airlines Inc."",""CMH"",""Columbus, OH: John Glenn Columbus International"",20.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,111.00,0.00,0.00,0.00,0.00,111.00,"
"2020,12,""OH"",""PSA Airlines Inc."",""CRW"",""Charleston/Dunbar, WV: Yeager"",85.00,12.00,7.21,0.99,3.42,0.00,0.38,1.00,0.00,484.00,266.00,127.00,83.00,0.00,8.00,"
"2020,12,""OH"",""PSA Airlines Inc."",""CVG"",""Cincinnati, OH: Cincinnati/Northern Kentucky International"",181.00,12.00,5.84,0.00,3.40,0.00,2.76,0.00,0.00,356.00,156.00,0.00,97.00,0.00,103.00,"
"2020,12,""OH"",""PSA Airlines Inc."",""DAB"",""Daytona Beach, FL: Daytona Beach International"",141.00,16.00,2.81,1.00,8.60,0.00,3.59,1.00,0.00,715.00,219.00,60.00,267.00,0.00,169.00,"
"2020,12,""OH"",""PSA Airlines Inc."",""DAY"",""Dayton, OH: James M Cox/Dayton International"",176.00,25.00,8.50,0.34,6.62,0.09,9.45,0.00,0.00,1380.00,687.00,10.00,187.00,6.00,490.00,"
"2020,12,""OH"",""PSA Airlines Inc."",""DCA"",""Washington, DC: Ronald Reagan Washington National"",79.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,318.00,0.00,0.00,0.00,0.00,318.00,"
"2020,12,""OH"",""PSA Airlines Inc."",""DFW"",""Dallas/Fort Worth, TX: Dallas/Fort Worth International"",177.00,26.00,4.01,1.00,12.48,0.00,8.51,0.00,2.00,2113.00,377.00,130.00,577.00,0.00,1029.00,"
"2020,12,""OH"",""PSA Airlines Inc."",""DSM"",""Des Moines, IA: Des Moines International"",31.00,3.00,1.00,0.00,2.00,0.00,0.00,0.00,0.00,55.00,15.00,0.00,40.00,0.00,0.00,"
"2020,12,""OH"",""PSA Airlines Inc."",""DTW"",""Detroit, MI: Detroit Metro Wayne County"",125.00,6.00,3.65,0.99,0.06,0.38,0.93,0.00,0.00,1530.00,260.00,1023.00,14.00,11.00,222.00,"
"2020,12,""OH"",""PSA Airlines Inc."",""ECP"",""Panama City, FL: Northwest Florida Beaches International"",93.00,16.00,4.93,0.04,5.00,0.00,6.03,0.00,0.00,1277.00,222.00,2.00,153.00,0.00,900.00,"
"2020,12,""OH"",""PSA Airlines Inc."",""ERI"",""Erie, PA: Erie International/Tom Ridge Field"",59.00,6.00,5.14,0.00,0.86,0.00,0.00,0.00,1.00,201.00,161.00,0.00,40.00,0.00,0.00,"
"2020,12,""OH"",""PSA Airlines Inc."",""EWN"",""New Bern/Morehead/Beaufort, NC: Coastal Carolina Regional"",99.00,7.00,0.84,0.00,6.16,0.00,0.00,1.00,0.00,207.00,23.00,0.00,184.00,0.00,0.00,"
"2020,12,""OH"",""PSA Airlines Inc."",""EWR"",""Newark, NJ: Newark Liberty International"",2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"
"2020,12,""OH"",""PSA Airlines Inc."",""FAY"",""Fayetteville, NC: Fayetteville Regional/Grannis Field"",131.00,20.00,8.29,0.00,10.45,0.00,1.26,1.00,0.00,2072.00,1622.00,0.00,196.00,0.00,254.00,"
"2020,12,""OH"",""PSA Airlines Inc."",""FNT"",""Flint, MI: Bishop International"",79.00,5.00,1.98,0.00,3.02,0.00,0.00,0.00,0.00,111.00,54.00,0.00,57.00,0.00,0.00,"
"2020,12,""OH"",""PSA Airlines Inc."",""FSD"",""Sioux Falls, SD: Joe Foss Field"",47.00,6.00,0.78,1.02,1.33,0.00,2.86,0.00,0.00,1150.00,26.00,645.00,56.00,0.00,423.00,"
"2020,12,""OH"",""PSA Airlines Inc."",""FWA"",""Fort Wayne, IN: Fort Wayne International"",54.00,4.00,3.48,0.00,0.52,0.00,0.00,0.00,0.00,438.00,427.00,0.00,11.00,0.00,0.00,"
"2020,12,""OH"",""PSA Airlines Inc."",""GNV"",""Gainesville, FL: Gainesville Regional"",85.00,6.00,0.95,0.00,4.05,0.00,1.00,0.00,0.00,264.00,124.00,0.00,95.00,0.00,45.00,"
"2020,12,""OH"",""PSA Airlines Inc."",""GPT"",""Gulfport/Biloxi, MS: Gulfport-Biloxi International"",54.00,12.00,2.86,0.00,6.05,0.00,3.09,0.00,0.00,469.00,88.00,0.00,175.00,0.00,206.00,"
"2020,12,""OH"",""PSA Airlines Inc."",""GRR"",""Grand Rapids, MI: Gerald R. Ford International"",73.00,5.00,2.59,0.00,1.35,0.00,1.06,0.00,0.00,837.00,718.00,0.00,49.00,0.00,70.00,"
"2020,12,""OH"",""PSA Airlines Inc."",""GSO"",""Greensboro/High Point, NC: Piedmont Triad International"",55.00,7.00,4.47,0.00,1.55,0.00,0.98,0.00,0.00,192.00,118.00,0.00,32.00,0.00,42.00,"
"2020,12,""OH"",""PSA Airlines Inc."",""GSP"",""Greer, SC: Greenville-Spartanburg International"",273.00,32.00,19.18,0.00,10.56,1.00,1.26,0.00,0.00,2672.00,2207.00,0.00,324.00,34.00,107.00,"
"2020,12,""OH"",""PSA Airlines Inc."",""HPN"",""White Plains, NY: Westchester County"",62.00,5.00,2.23,0.00,1.77,0.00,1.00,1.00,0.00,162.00,81.00,0.00,49.00,0.00,32.00,"
"2020,12,""OH"",""PSA Airlines Inc."",""HSV"",""Huntsville, AL: Huntsville International-Carl T Jones Field"",83.00,9.00,5.08,0.00,2.92,0.00,1.00,0.00,0.00,342.00,227.00,0.00,75.00,0.00,40.00,"
"2020,12,""OH"",""PSA Airlines Inc."",""IAD"",""Washington, DC: Washington Dulles International"",99.00,14.00,3.42,0.00,8.13,0.00,2.45,2.00,0.00,484.00,115.00,0.00,176.00,0.00,193.00,"
"2020,12,""OH"",""PSA Airlines Inc."",""IAH"",""Houston, TX: George Bush Intercontinental/Houston"",2.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,32.00,0.00,32.00,0.00,0.00,0.00,"
"2020,12,""OH"",""PSA Airlines Inc."",""ILM"",""Wilmington, NC: Wilmington International"",141.00,14.00,5.93,0.00,5.91,0.21,1.96,0.00,0.00,527.00,242.00,0.00,134.00,6.00,145.00,"
"2020,12,""OH"",""PSA Airlines Inc."",""IND"",""Indianapolis, IN: Indianapolis International"",42.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,93.00,93.00,0.00,0.00,0.00,0.00,"
"2020,12,""OH"",""PSA Airlines Inc."",""JAN"",""Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International"",54.00,10.00,2.49,0.00,4.35,0.00,3.16,0.00,1.00,409.00,142.00,0.00,77.00,0.00,190.00,"
"2020,12,""OH"",""PSA Airlines Inc."",""JAX"",""Jacksonville, FL: Jacksonville International"",66.00,6.00,3.61,0.00,1.78,0.00,0.62,0.00,0.00,299.00,213.00,0.00,49.00,0.00,37.00,"
"2020,12,""OH"",""PSA Airlines Inc."",""LEX"",""Lexington, KY: Blue Grass"",85.00,6.00,1.24,0.00,2.24,0.00,2.52,0.00,0.00,189.00,43.00,0.00,46.00,0.00,100.00,"
"2020,12,""OH"",""PSA Airlines Inc."",""LIT"",""Little Rock, AR: Bill and Hillary Clinton Nat Adams Field"",83.00,8.00,1.10,0.00,5.29,0.00,1.61,0.00,0.00,255.00,17.00,0.00,96.00,0.00,142.00,"
"2020,12,""OH"",""PSA Airlines Inc."",""LYH"",""Lynchburg, VA: Lynchburg Regional/Preston Glenn Field"",17.00,1.00,0.94,0.00,0.06,0.00,0.00,0.00,0.00,17.00,16.00,0.00,1.00,0.00,0.00,"
"2020,12,""OH"",""PSA Airlines Inc."",""MDT"",""Harrisburg, PA: Harrisburg International"",62.00,5.00,2.40,0.00,1.21,0.00,1.39,3.00,0.00,218.00,76.00,0.00,58.00,0.00,84.00,"
"2020,12,""OH"",""PSA Airlines Inc."",""MEM"",""Memphis, TN: Memphis International"",45.00,3.00,0.70,0.00,2.30,0.00,0.00,0.00,0.00,66.00,14.00,0.00,52.00,0.00,0.00,"
"2020,12,""OH"",""PSA Airlines Inc."",""MHT"",""Manchester, NH: Manchester-Boston Regional"",152.00,12.00,5.57,0.00,2.34,0.00,4.09,4.00,0.00,732.00,275.00,0.00,81.00,0.00,376.00,"
"2020,12,""OH"",""PSA Airlines Inc."",""MKE"",""Milwaukee, WI: General Mitchell International"",84.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,33.00,33.00,0.00,0.00,0.00,0.00,"
"2020,12,""OH"",""PSA Airlines Inc."",""MLB"",""Melbourne, FL: Melbourne International"",83.00,5.00,0.00,0.00,3.00,0.00,2.00,0.00,1.00,203.00,0.00,0.00,84.00,0.00,119.00,"
"2020,12,""OH"",""PSA Airlines Inc."",""MOB"",""Mobile, AL: Mobile Regional"",19.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,20.00,0.00,0.00,0.00,0.00,"
"2020,12,""OH"",""PSA Airlines Inc."",""MSN"",""Madison, WI: Dane County Regional-Truax Field"",61.00,6.00,2.00,0.00,0.00,0.00,4.00,0.00,0.00,225.00,68.00,0.00,0.00,0.00,157.00,"
"2020,12,""OH"",""PSA Airlines Inc."",""MSY"",""New Orleans, LA: Louis Armstrong New Orleans International"",48.00,3.00,2.91,0.00,0.09,0.00,0.00,1.00,0.00,236.00,222.00,0.00,14.00,0.00,0.00,"
"2020,12,""OH"",""PSA Airlines Inc."",""MYR"",""Myrtle Beach, SC: Myrtle Beach International"",143.00,20.00,3.91,0.00,13.86,0.00,2.23,0.00,0.00,626.00,122.00,0.00,375.00,0.00,129.00,"
